dst_port,dgmlen,iplen,src
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
50967,1500,225300,52.15.107.13
59888,1500,225300,91.189.88.149
50967,1500,225300,52.15.107.13
50967,712,204808,52.15.107.13
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
50967,52,53248,52.15.107.13
50967,52,53248,52.15.107.13
50967,262,6148,52.15.107.13
50967,260,4100,52.15.107.13
50967,262,6148,52.15.107.13
59888,1500,225300,91.189.88.149
59888,1500,225300,91.189.88.149
59888,1265,246800,91.189.88.149
50967,261,5124,52.15.107.13
59888,1500,225300,91.189.88.149
50967,262,6148,52.15.107.13
50967,260,4100,52.15.107.13
50967,262,6148,52.15.107.13
50967,261,5124,52.15.107.13
50967,262,6148,52.15.107.13
50967,261,5124,52.15.107.13
50967,260,4100,52.15.107.13
50967,262,6148,52.15.107.13
50967,264,8196,52.15.107.13
50967,262,6148,52.15.107.13
50967,264,8196,52.15.107.13
50967,263,7172,52.15.107.13
50967,264,8196,52.15.107.13
50967,52,53248,52.15.107.13
50967,52,53248,52.15.107.13
50967,262,6148,52.15.107.13
50967,264,8196,52.15.107.13
50967,263,7172,52.15.107.13
50967,560,49160,52.15.107.13
50967,263,7172,52.15.107.13
50967,566,55304,52.15.107.13
50967,263,7172,52.15.107.13
50967,566,55304,52.15.107.13
50967,261,5124,52.15.107.13
50967,564,53256,52.15.107.13
50967,264,8196,52.15.107.13
50967,559,48136,52.15.107.13
50967,565,54280,52.15.107.13
50967,565,54280,52.15.107.13
50967,563,52232,52.15.107.13
50967,561,50184,52.15.107.13
50967,567,56328,52.15.107.13
50967,567,56328,52.15.107.13
50967,565,54280,52.15.107.13
50967,559,48136,52.15.107.13
50967,52,53248,52.15.107.13
50967,52,53248,52.15.107.13
50967,565,54280,52.15.107.13
50967,565,54280,52.15.107.13
50967,563,52232,52.15.107.13
50967,556,45064,52.15.107.13
50967,562,51208,52.15.107.13
50967,562,51208,52.15.107.13
50967,560,49160,52.15.107.13
59888,52,53248,91.189.88.149
,68,69632,134.119.193.57
,68,69632,134.119.193.57
50967,52,53248,52.15.107.13
,68,69632,134.119.193.57
50967,52,53248,52.15.107.13
59888,40,40960,91.189.88.149
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,185.227.110.251
22,116,118784,73.157.71.228
47503,97,99328,172.31.0.2
41111,97,99328,172.31.0.2
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,61.161.242.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,119.235.21.178
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,164.77.77.251
,68,69632,134.119.193.57
22,116,118784,119.235.21.178
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,193.194.94.5
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,119.235.21.178
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,125.65.42.187
,68,69632,217.61.7.232
,68,69632,134.119.193.57
22,120,122880,125.65.42.181
22,40,40960,125.65.42.181
22,120,122880,61.184.247.11
22,40,40960,61.184.247.11
22,40,40960,118.70.177.33
22,92,94208,118.70.177.33
22,120,122880,115.238.245.2
22,92,94208,118.70.177.33
22,120,122880,122.226.181.166
,68,69632,217.61.7.232
22,120,122880,61.184.247.12
22,120,122880,118.123.15.210
22,120,122880,61.184.247.6
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,66.155.106.108
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
22,120,122880,115.238.245.14
,68,69632,134.119.193.57
22,120,122880,115.238.245.8
22,120,122880,61.184.247.11
22,40,40960,125.65.42.187
22,40,40960,125.65.42.187
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.2
,68,69632,80.211.226.193
,68,69632,80.211.226.193
,68,69632,217.61.7.232
22,116,118784,61.161.242.2
,68,69632,134.119.193.57
22,120,122880,115.238.245.2
,68,69632,134.119.193.57
22,116,118784,202.22.142.111
56032,98,100352,172.31.0.2
22,120,122880,61.184.247.5
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,120,122880,61.184.247.7
,68,69632,134.119.193.57
22,120,122880,122.226.181.166
22,116,118784,164.77.77.251
22,116,118784,113.53.235.35
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.12
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,115.238.245.14
22,120,122880,118.123.15.210
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
22,120,122880,61.184.247.4
22,116,118784,94.23.2.147
56116,84,86016,172.31.0.2
53111,84,86016,172.31.0.2
,68,69632,134.119.193.57
22,120,122880,61.184.247.3
22,120,122880,122.226.181.166
22,40,40960,122.226.181.166
,68,69632,134.119.193.57
22,120,122880,118.123.15.210
,68,69632,217.61.7.232
22,116,118784,222.161.242.146
22,120,122880,115.238.245.2
22,120,122880,61.184.247.7
22,40,40960,61.184.247.7
22,40,40960,125.65.42.187
22,40,40960,125.65.42.187
22,116,118784,89.223.94.206
22,40,40960,89.223.94.206
22,40,40960,89.223.94.206
22,116,118784,202.22.142.111
,68,69632,134.119.193.57
44182,98,100352,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,89.120.94.226
22,120,122880,115.238.245.2
22,120,122880,61.184.247.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,122.226.181.164
,68,69632,217.61.7.232
22,120,122880,61.184.247.2
22,120,122880,118.123.15.210
22,120,122880,61.184.247.5
,68,69632,134.119.193.57
22,120,122880,61.184.247.11
22,116,118784,217.182.204.107
45644,83,84992,172.31.0.2
60846,83,84992,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.12
22,120,122880,115.238.245.2
22,120,122880,118.123.15.210
22,116,118784,103.21.176.33
22,120,122880,61.184.247.10
22,120,122880,61.184.247.5
,68,69632,134.119.193.57
22,116,118784,197.216.3.224
54608,89,91136,172.31.0.2
38128,89,91136,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,115.238.245.4
,68,69632,80.211.226.193
,68,69632,217.61.7.232
,68,69632,134.119.193.57
22,120,122880,115.238.245.2
22,104,106496,125.65.42.187
22,120,122880,61.184.247.11
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,202.22.142.111
36344,98,100352,172.31.0.2
,68,69632,134.119.193.57
22,120,122880,61.184.247.5
22,120,122880,61.184.247.11
22,120,122880,61.184.247.3
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,103.21.176.33
22,120,122880,61.184.247.4
,68,69632,134.119.193.57
22,120,122880,61.184.247.5
,68,69632,134.119.193.57
22,120,122880,61.184.247.8
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,125.65.42.187
,68,69632,134.119.193.57
22,116,118784,94.23.2.147
52245,84,86016,172.31.0.2
54648,84,86016,172.31.0.2
37126,44,45056,80.91.172.35
443,40,40960,172.31.45.111
22,116,118784,61.161.242.2
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,125.65.42.184
22,40,40960,125.65.42.184
22,116,118784,103.21.176.33
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,223.171.37.178
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.8
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,104,106496,125.65.42.178
,68,69632,217.61.7.232
,68,69632,217.61.7.232
,68,69632,134.119.193.57
36524,44,45056,80.91.172.35
443,40,40960,172.31.45.111
22,116,118784,185.227.110.251
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,142.93.108.176
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,94.23.2.147
53908,84,86016,172.31.0.2
39732,84,86016,172.31.0.2
22767,44,45056,80.91.172.35
443,40,40960,172.31.45.111
22,116,118784,193.112.130.59
,68,69632,217.61.7.232
22,120,122880,61.184.247.6
,68,69632,134.119.193.57
,44,45056,46.234.125.89
,44,45056,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,110.185.106.47
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,61.161.242.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,164.132.197.108
55914,83,84992,172.31.0.2
36069,83,84992,172.31.0.2
22,116,118784,119.81.54.205
48704,98,100352,172.31.0.2
45760,98,100352,172.31.0.2
25808,44,45056,80.91.172.35
443,40,40960,172.31.45.111
,68,69632,217.61.7.232
22,120,122880,125.65.42.182
22,40,40960,125.65.42.182
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,60,61440,41.178.63.26
22,40,40960,41.178.63.26
22,60,61440,41.178.63.26
22,40,40960,41.178.63.26
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,94.23.2.147
35320,84,86016,172.31.0.2
59263,84,86016,172.31.0.2
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
12874,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
57266,44,45056,80.91.172.35
443,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.10
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,201.238.151.160
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,115.238.245.8
,68,69632,134.119.193.57
22,116,118784,110.185.106.47
22,116,118784,217.182.204.107
39667,83,84992,172.31.0.2
51180,83,84992,172.31.0.2
22,116,118784,89.120.94.226
,68,69632,134.119.193.57
22,116,118784,61.161.242.2
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
44505,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
18840,40,40960,54.38.74.65
80,40,40960,172.31.45.111
22,116,118784,94.23.2.147
37767,84,86016,172.31.0.2
60648,84,86016,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,185.87.121.19
54995,79,80896,172.31.0.2
60835,40,40960,54.38.74.65
80,40,40960,172.31.45.111
21873,40,40960,54.38.74.65
80,40,40960,172.31.45.111
58697,40,40960,54.38.74.65
80,40,40960,172.31.45.111
22,40,40960,106.43.254.90
33085,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
29490,40,40960,54.38.74.65
80,40,40960,172.31.45.111
11719,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,159.226.20.83
,68,69632,134.119.193.57
26211,40,40960,54.38.74.65
80,40,40960,172.31.45.111
42658,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,80.211.226.193
22,120,122880,115.238.245.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
31176,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,185.244.25.204
9098,40,40960,54.38.74.65
80,40,40960,172.31.45.111
12477,40,40960,54.38.74.65
80,40,40960,172.31.45.111
1512,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
25893,40,40960,54.38.74.65
80,40,40960,172.31.45.111
22,120,122880,122.226.181.165
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,122.226.181.166
46131,44,45056,80.91.172.35
443,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
48392,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,122.226.181.164
22,120,122880,61.184.247.2
22,120,122880,125.65.42.181
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,223.171.37.178
22,104,106496,125.65.42.179
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,94.23.2.147
49375,84,86016,172.31.0.2
46440,84,86016,172.31.0.2
57755,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
30112,40,40960,54.38.74.65
80,40,40960,172.31.45.111
22,116,118784,110.185.106.47
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
22,120,122880,125.65.42.187
22,116,118784,125.211.217.174
,68,69632,134.119.193.57
22,120,122880,125.65.42.181
22,116,118784,212.56.138.162
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
22,116,118784,193.194.94.5
22,104,106496,128.199.226.229
,68,69632,134.119.193.57
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,116,118784,197.216.3.224
43426,89,91136,172.31.0.2
46056,89,91136,172.31.0.2
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,116,118784,185.227.110.251
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
,68,69632,80.211.226.193
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
22,104,106496,128.199.226.229
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
41322,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
22,116,118784,188.120.236.172
55493,74,75776,172.31.0.2
52598,74,75776,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,125.65.42.179
22,120,122880,125.65.42.182
,68,69632,217.61.7.232
22,116,118784,182.23.18.194
,68,69632,134.119.193.57
29451,40,40960,54.38.74.65
80,40,40960,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,61.184.247.4
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,122.226.181.167
22,116,118784,94.23.2.147
53541,84,86016,172.31.0.2
39221,84,86016,172.31.0.2
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,82.200.226.226
47486,91,93184,172.31.0.2
38124,91,93184,172.31.0.2
22,104,106496,106.43.254.90
,68,69632,134.119.193.57
22,104,106496,106.43.254.90
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
22,116,118784,177.43.119.246
22,116,118784,46.101.174.170
57852,73,74752,172.31.0.2
36035,73,74752,172.31.0.2
22,116,118784,211.57.200.19
22,120,122880,125.65.42.178
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,110.185.106.47
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,40,40960,71.6.232.2
,40,40960,172.31.45.111
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,222.192.62.8
,68,69632,134.119.193.57
22,116,118784,182.23.18.194
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,185.87.121.19
34325,79,80896,172.31.0.2
22,120,122880,122.226.181.167
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,89.120.94.226
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,77.72.85.25
,68,69632,134.119.193.57
22,120,122880,61.184.247.7
,68,69632,134.119.193.57
22,116,118784,119.81.54.205
59441,98,100352,172.31.0.2
60449,98,100352,172.31.0.2
22,116,118784,142.4.214.172
43311,87,89088,172.31.0.2
39295,87,89088,172.31.0.2
,68,69632,217.61.7.232
22,116,118784,121.78.112.29
22,104,106496,118.174.133.139
36496,98,100352,172.31.0.2
22,116,118784,142.93.108.176
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
22,104,106496,118.174.133.139
42665,98,100352,172.31.0.2
22,104,106496,118.174.133.139
,72,73728,80.211.132.161
22,116,118784,177.43.119.246
,68,69632,80.211.226.193
22,116,118784,163.172.149.60
22,40,40960,163.172.149.60
22,40,40960,163.172.149.60
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,125.65.42.180
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,164.132.197.108
38074,83,84992,172.31.0.2
48993,83,84992,172.31.0.2
,68,69632,217.61.7.232
,68,69632,80.211.226.193
22,116,118784,69.159.244.95
60470,94,96256,172.31.0.2
44437,94,96256,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,110.185.106.47
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,182.23.18.194
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,223.171.37.178
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,124.158.5.112
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,177.43.119.246
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,217.61.7.232
22,116,118784,124.158.5.112
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,28,28672,122.238.166.143
,28,28672,122.238.166.143
,28,28672,172.31.45.111
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,104,106496,106.43.254.90
22,40,40960,106.43.254.90
22,116,118784,124.158.5.112
,56,57344,202.124.98.221
,56,57344,202.124.98.221
,56,57344,202.124.98.221
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,185.227.110.251
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,110.185.106.47
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,40,40960,103.99.0.227
22,40,40960,103.99.0.227
22,40,40960,103.99.0.227
,68,69632,134.119.193.57
22,40,40960,103.99.0.227
22,40,40960,103.99.0.227
22,40,40960,103.99.0.227
22,40,40960,103.99.0.227
22,116,118784,82.200.226.226
46024,91,93184,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,28,28672,117.6.118.18
,28,28672,117.6.118.18
,28,28672,172.31.45.111
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,182.23.18.194
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,117.240.199.84
,68,69632,134.119.193.57
56176,40,40960,185.232.64.222
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,177.43.119.246
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,120,122880,116.31.116.8
22,116,118784,117.240.199.84
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,185.87.121.19
41967,79,80896,172.31.0.2
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,197.216.3.224
46011,89,91136,172.31.0.2
45488,89,91136,172.31.0.2
22,116,118784,117.240.199.84
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,104.236.88.144
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,80.211.226.193
22,116,118784,110.185.106.47
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,182.23.18.194
,68,69632,134.119.193.57
,68,69632,134.119.193.57
22,116,118784,177.43.119.246
,68,69632,134.119.193.57
,68,69632,80.211.226.193
,68,69632,80.211.226.193
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,217.61.7.232
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,134.119.193.57
,68,69632,185.244.25.204
22,116,118784,221.13.133.185
,68,69632,134.119.193.57
51108,40,40960,172.31.45.111
